Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 763 | Average Generation Fitness: 0.7519200322472079 | Best Fitness: 0.79288671684962 | Population Length: 20
Generation 764 | Average Generation Fitness: 0.749995867957612 | Best Fitness: 0.79288671684962 | Population Length: 20
Generation 765 | Average Generation Fitness: 0.7610163778186015 | Best Fitness: 0.8094986229274352 | Population Length: 20
Generation 766 | Average Generation Fitness: 0.7574433208422283 | Best Fitness: 0.8153550307976022 | Population Length: 20
Generation 767 | Average Generation Fitness: 0.7599222010329066 | Best Fitness: 0.8137912841605199 | Population Length: 20
Generation 768 | Average Generation Fitness: 0.7578366983134782 | Best Fitness: 0.8137912841605199 | Population Length: 20
Generation 769 | Average Generation Fitness: 0.756654299143878 | Best Fitness: 0.7970017768350164 | Population Length: 20
Generation 770 | Average Generation Fitness: 0.7377677341607062 | Best Fitness: 0.7844229022114787 | Population Length: 20
Generation 771 | Average Generation Fitness: 0.7481289199915764 | Best Fitness: 0.8030607457746268 | Population Length: 20
Generation 772 | Average Generation Fitness: 0.7467778082316681 | Best Fitness: 0.8120592412608401 | Population Length: 20
Generation 773 | Average Generation Fitness: 0.7486765747044919 | Best Fitness: 0.8120592412608401 | Population Length: 20
Generation 774 | Average Generation Fitness: 0.7563046130517246 | Best Fitness: 0.7986217589076727 | Population Length: 20
Generation 775 | Average Generation Fitness: 0.7582083242263232 | Best Fitness: 0.8024095421620336 | Population Length: 20
Generation 776 | Average Generation Fitness: 0.7537582611878499 | Best Fitness: 0.7938000632116747 | Population Length: 20
Generation 777 | Average Generation Fitness: 0.7360609661207436 | Best Fitness: 0.7938000632116747 | Population Length: 20
Generation 778 | Average Generation Fitness: 0.7405179533005912 | Best Fitness: 0.7938000632116747 | Population Length: 20
Generation 779 | Average Generation Fitness: 0.7610944231169443 | Best Fitness: 0.7956447462025681 | Population Length: 20
Generation 780 | Average Generation Fitness: 0.7454462027157553 | Best Fitness: 0.7960521468858909 | Population Length: 20
Generation 781 | Average Generation Fitness: 0.7364275715350355 | Best Fitness: 0.8005607527744663 | Population Length: 20
Generation 782 | Average Generation Fitness: 0.7518536898175868 | Best Fitness: 0.8005607527744663 | Population Length: 20
Generation 783 | Average Generation Fitness: 0.7621466103311805 | Best Fitness: 0.8036602199231923 | Population Length: 20
Generation 784 | Average Generation Fitness: 0.7506557244293991 | Best Fitness: 0.7956546776463426 | Population Length: 20
Generation 785 | Average Generation Fitness: 0.7462460901210379 | Best Fitness: 0.7812243965794878 | Population Length: 20
Generation 786 | Average Generation Fitness: 0.7571075296549953 | Best Fitness: 0.786367968564983 | Population Length: 20
Generation 787 | Average Generation Fitness: 0.7413585568840622 | Best Fitness: 0.7944377608045257 | Population Length: 20
Generation 788 | Average Generation Fitness: 0.7330936705072266 | Best Fitness: 0.8022863524893206 | Population Length: 20
Generation 789 | Average Generation Fitness: 0.7412637892963478 | Best Fitness: 0.8012013600688428 | Population Length: 20
Generation 790 | Average Generation Fitness: 0.7407909378593296 | Best Fitness: 0.7942269413689897 | Population Length: 20
Generation 791 | Average Generation Fitness: 0.7510895696013286 | Best Fitness: 0.8030374081863683 | Population Length: 20
Generation 792 | Average Generation Fitness: 0.7562317884030797 | Best Fitness: 0.8030374081863683 | Population Length: 20
Generation 793 | Average Generation Fitness: 0.7400568039980893 | Best Fitness: 0.8030374081863683 | Population Length: 20
Generation 794 | Average Generation Fitness: 0.7605374784688486 | Best Fitness: 0.8144412293820071 | Population Length: 20
Generation 795 | Average Generation Fitness: 0.7562766068071394 | Best Fitness: 0.8144412293820071 | Population Length: 20
Generation 796 | Average Generation Fitness: 0.7553881553821171 | Best Fitness: 0.8130598897307287 | Population Length: 20
Generation 797 | Average Generation Fitness: 0.7532602284333099 | Best Fitness: 0.8092206604833256 | Population Length: 20
Generation 798 | Average Generation Fitness: 0.7451378351726708 | Best Fitness: 0.7851320301508912 | Population Length: 20
Generation 799 | Average Generation Fitness: 0.7385355199207789 | Best Fitness: 0.7977339175450603 | Population Length: 20
Generation 800 | Average Generation Fitness: 0.7568673695421506 | Best Fitness: 0.7977339175450603 | Population Length: 20
Generation 801 | Average Generation Fitness: 0.7603209015834577 | Best Fitness: 0.7977339175450603 | Population Length: 20
Generation 802 | Average Generation Fitness: 0.7418042764288297 | Best Fitness: 0.7977339175450603 | Population Length: 20
Generation 803 | Average Generation Fitness: 0.7583829638881274 | Best Fitness: 0.792704227424468 | Population Length: 20
Generation 804 | Average Generation Fitness: 0.7518122026686551 | Best Fitness: 0.792704227424468 | Population Length: 20
Generation 805 | Average Generation Fitness: 0.7583986380992851 | Best Fitness: 0.8152429129199715 | Population Length: 20
Generation 806 | Average Generation Fitness: 0.7617440486205641 | Best Fitness: 0.8152429129199715 | Population Length: 20
Generation 807 | Average Generation Fitness: 0.7638521014772274 | Best Fitness: 0.8152429129199715 | Population Length: 20
Generation 808 | Average Generation Fitness: 0.7606321589327506 | Best Fitness: 0.8152429129199715 | Population Length: 20
Generation 809 | Average Generation Fitness: 0.7717724669728016 | Best Fitness: 0.8028806637251229 | Population Length: 20
Generation 810 | Average Generation Fitness: 0.7441626192529467 | Best Fitness: 0.8241397688520969 | Population Length: 20
Generation 811 | Average Generation Fitness: 0.7395913711305303 | Best Fitness: 0.7953351735422767 | Population Length: 20
Generation 812 | Average Generation Fitness: 0.7523940846256981 | Best Fitness: 0.8074608281143973 | Population Length: 20
Generation 813 | Average Generation Fitness: 0.7583097399138203 | Best Fitness: 0.8007043477228735 | Population Length: 20
Generation 814 | Average Generation Fitness: 0.7547370549290562 | Best Fitness: 0.8030584701268372 | Population Length: 20
Generation 815 | Average Generation Fitness: 0.7434627643816356 | Best Fitness: 0.7885454038311561 | Population Length: 20
Generation 816 | Average Generation Fitness: 0.7569742104629581 | Best Fitness: 0.8060677068915294 | Population Length: 20
Generation 817 | Average Generation Fitness: 0.7465821294815499 | Best Fitness: 0.7921033263305928 | Population Length: 20
Generation 818 | Average Generation Fitness: 0.7545080467571381 | Best Fitness: 0.8254419661339853 | Population Length: 20
Generation 819 | Average Generation Fitness: 0.7444056254470068 | Best Fitness: 0.7921033263305928 | Population Length: 20
Generation 820 | Average Generation Fitness: 0.7319275226713239 | Best Fitness: 0.7813443413040876 | Population Length: 20
Generation 821 | Average Generation Fitness: 0.749043171720351 | Best Fitness: 0.8043260132072477 | Population Length: 20
Generation 822 | Average Generation Fitness: 0.7572467541340281 | Best Fitness: 0.8087340227105787 | Population Length: 20
Generation 823 | Average Generation Fitness: 0.74705268409859 | Best Fitness: 0.8170580266390086 | Population Length: 20
Generation 824 | Average Generation Fitness: 0.7546325776574081 | Best Fitness: 0.8170580266390086 | Population Length: 20
Generation 825 | Average Generation Fitness: 0.7439703374015356 | Best Fitness: 0.8180372627227522 | Population Length: 20
Generation 826 | Average Generation Fitness: 0.7422228169282934 | Best Fitness: 0.8124496989455184 | Population Length: 20
Generation 827 | Average Generation Fitness: 0.756865724004179 | Best Fitness: 0.8115513193694522 | Population Length: 20
Generation 828 | Average Generation Fitness: 0.7490705835540736 | Best Fitness: 0.8223935490568023 | Population Length: 20
Generation 829 | Average Generation Fitness: 0.7371232660943223 | Best Fitness: 0.8223935490568023 | Population Length: 20
Generation 830 | Average Generation Fitness: 0.7593431421102677 | Best Fitness: 0.7990428877271403 | Population Length: 20
Generation 831 | Average Generation Fitness: 0.7486109472295469 | Best Fitness: 0.7971944591561565 | Population Length: 20
Generation 832 | Average Generation Fitness: 0.7614205159545284 | Best Fitness: 0.8125715886840813 | Population Length: 20
Generation 833 | Average Generation Fitness: 0.7558500001328372 | Best Fitness: 0.8125715886840813 | Population Length: 20
Generation 834 | Average Generation Fitness: 0.7558947356135206 | Best Fitness: 0.8125715886840813 | Population Length: 20
Generation 835 | Average Generation Fitness: 0.7568611161327675 | Best Fitness: 0.8125715886840813 | Population Length: 20
Generation 836 | Average Generation Fitness: 0.7519490623835139 | Best Fitness: 0.8125715886840813 | Population Length: 20
Generation 837 | Average Generation Fitness: 0.7437455595590308 | Best Fitness: 0.8050306834380638 | Population Length: 20
Generation 838 | Average Generation Fitness: 0.757586640809169 | Best Fitness: 0.8112762743606035 | Population Length: 20
Generation 839 | Average Generation Fitness: 0.7515789256003693 | Best Fitness: 0.8261284603133393 | Population Length: 20
Generation 840 | Average Generation Fitness: 0.7491598841678756 | Best Fitness: 0.7946750277177725 | Population Length: 20
Generation 841 | Average Generation Fitness: 0.7558540418136872 | Best Fitness: 0.7945164844066042 | Population Length: 20
Generation 842 | Average Generation Fitness: 0.7615397371451424 | Best Fitness: 0.8079525313556739 | Population Length: 20
Generation 843 | Average Generation Fitness: 0.750170385152034 | Best Fitness: 0.8079525313556739 | Population Length: 20
Generation 844 | Average Generation Fitness: 0.7511846504771241 | Best Fitness: 0.7987750978100556 | Population Length: 20
Generation 845 | Average Generation Fitness: 0.7427985395073365 | Best Fitness: 0.8065097568005063 | Population Length: 20
Generation 846 | Average Generation Fitness: 0.7503243079888697 | Best Fitness: 0.8065097568005063 | Population Length: 20
Generation 847 | Average Generation Fitness: 0.7504935699791465 | Best Fitness: 0.8024647999012778 | Population Length: 20
Generation 848 | Average Generation Fitness: 0.7549782499784068 | Best Fitness: 0.8024647999012778 | Population Length: 20
Generation 849 | Average Generation Fitness: 0.755191832722042 | Best Fitness: 0.8024647999012778 | Population Length: 20
Generation 850 | Average Generation Fitness: 0.761329462034013 | Best Fitness: 0.8024647999012778 | Population Length: 20
Generation 851 | Average Generation Fitness: 0.7518057396532288 | Best Fitness: 0.8065388475467379 | Population Length: 20
Generation 852 | Average Generation Fitness: 0.7475539461989809 | Best Fitness: 0.8065388475467379 | Population Length: 20
Generation 853 | Average Generation Fitness: 0.7660775155308919 | Best Fitness: 0.8127340693719126 | Population Length: 20
Generation 854 | Average Generation Fitness: 0.7576002334031098 | Best Fitness: 0.8123969931792596 | Population Length: 20
Generation 855 | Average Generation Fitness: 0.7544788525257051 | Best Fitness: 0.8046284651085844 | Population Length: 20
Generation 856 | Average Generation Fitness: 0.7441854236025255 | Best Fitness: 0.8106238994067991 | Population Length: 20
Generation 857 | Average Generation Fitness: 0.7573869076612967 | Best Fitness: 0.8090186172470012 | Population Length: 20
Generation 858 | Average Generation Fitness: 0.7431943020339128 | Best Fitness: 0.8006592339044571 | Population Length: 20
Generation 859 | Average Generation Fitness: 0.7660973760455821 | Best Fitness: 0.8051263840688655 | Population Length: 20
Generation 860 | Average Generation Fitness: 0.7419316920303854 | Best Fitness: 0.8051263840688655 | Population Length: 20
Generation 861 | Average Generation Fitness: 0.7558928990284607 | Best Fitness: 0.8121691758253534 | Population Length: 20
Generation 862 | Average Generation Fitness: 0.750741416490148 | Best Fitness: 0.8150509852739611 | Population Length: 20
Generation 863 | Average Generation Fitness: 0.7486095681645683 | Best Fitness: 0.7971493027831216 | Population Length: 20
Generation 864 | Average Generation Fitness: 0.760813423617934 | Best Fitness: 0.7978105919242195 | Population Length: 20
Generation 865 | Average Generation Fitness: 0.7507833819966169 | Best Fitness: 0.8098498423925453 | Population Length: 20
Generation 866 | Average Generation Fitness: 0.7507619535280703 | Best Fitness: 0.809745469449497 | Population Length: 20
Generation 867 | Average Generation Fitness: 0.7638358238042707 | Best Fitness: 0.809745469449497 | Population Length: 20
Generation 868 | Average Generation Fitness: 0.7449949012817149 | Best Fitness: 0.8089654930571496 | Population Length: 20
Generation 869 | Average Generation Fitness: 0.7411671302352769 | Best Fitness: 0.8020724108187307 | Population Length: 20
Generation 870 | Average Generation Fitness: 0.7485926654314424 | Best Fitness: 0.7942909957324803 | Population Length: 20
Generation 871 | Average Generation Fitness: 0.7501295136052363 | Best Fitness: 0.7928894773473985 | Population Length: 20
Generation 872 | Average Generation Fitness: 0.7494322370630101 | Best Fitness: 0.7891026274604791 | Population Length: 20
Generation 873 | Average Generation Fitness: 0.7462409993340682 | Best Fitness: 0.8062484427784988 | Population Length: 20
Generation 874 | Average Generation Fitness: 0.7459504369440622 | Best Fitness: 0.7923267370499963 | Population Length: 20
Generation 875 | Average Generation Fitness: 0.7435635151990272 | Best Fitness: 0.8107301277443039 | Population Length: 20
Generation 876 | Average Generation Fitness: 0.747629004011113 | Best Fitness: 0.7857108385111647 | Population Length: 20
Generation 877 | Average Generation Fitness: 0.7524053334926764 | Best Fitness: 0.8101621086863683 | Population Length: 20
Generation 878 | Average Generation Fitness: 0.7499975596190742 | Best Fitness: 0.8210584844448475 | Population Length: 20
Generation 879 | Average Generation Fitness: 0.7561578248648219 | Best Fitness: 0.8210584844448475 | Population Length: 20
Generation 880 | Average Generation Fitness: 0.7696978237932974 | Best Fitness: 0.8210584844448475 | Population Length: 20
Generation 881 | Average Generation Fitness: 0.7412744779785176 | Best Fitness: 0.7875782577500771 | Population Length: 20
Generation 882 | Average Generation Fitness: 0.7646647016152929 | Best Fitness: 0.8032430678133688 | Population Length: 20
Generation 883 | Average Generation Fitness: 0.7569846237377816 | Best Fitness: 0.7982195675303916 | Population Length: 20
Generation 884 | Average Generation Fitness: 0.7573934093670053 | Best Fitness: 0.8209598440815755 | Population Length: 20
Generation 885 | Average Generation Fitness: 0.7510930623456363 | Best Fitness: 0.8098119435766681 | Population Length: 20
Generation 886 | Average Generation Fitness: 0.7551025236136732 | Best Fitness: 0.7985026655544095 | Population Length: 20
Generation 887 | Average Generation Fitness: 0.7482037920567726 | Best Fitness: 0.80063541297048 | Population Length: 20
Generation 888 | Average Generation Fitness: 0.745703495620489 | Best Fitness: 0.7889033183255164 | Population Length: 20
Generation 889 | Average Generation Fitness: 0.7514518127405057 | Best Fitness: 0.8130753030365572 | Population Length: 20
Generation 890 | Average Generation Fitness: 0.7476585172332337 | Best Fitness: 0.7958572295329089 | Population Length: 20
Generation 891 | Average Generation Fitness: 0.7526357658213461 | Best Fitness: 0.7964139891683746 | Population Length: 20
Generation 892 | Average Generation Fitness: 0.7513351181404202 | Best Fitness: 0.8153666622544139 | Population Length: 20
Generation 893 | Average Generation Fitness: 0.7497984256501261 | Best Fitness: 0.8153666622544139 | Population Length: 20
Generation 894 | Average Generation Fitness: 0.7596704875978448 | Best Fitness: 0.8171887526462264 | Population Length: 20
Generation 895 | Average Generation Fitness: 0.7433074877444596 | Best Fitness: 0.8171887526462264 | Population Length: 20
Generation 896 | Average Generation Fitness: 0.7705501615184656 | Best Fitness: 0.8171887526462264 | Population Length: 20
Generation 897 | Average Generation Fitness: 0.7496815687811778 | Best Fitness: 0.8171887526462264 | Population Length: 20
Generation 898 | Average Generation Fitness: 0.744701204082185 | Best Fitness: 0.8171887526462264 | Population Length: 20
Generation 899 | Average Generation Fitness: 0.7516611823087926 | Best Fitness: 0.7876982496569548 | Population Length: 20
Generation 900 | Average Generation Fitness: 0.7563890677980959 | Best Fitness: 0.7853122564332236 | Population Length: 20
Generation 901 | Average Generation Fitness: 0.7487511067194924 | Best Fitness: 0.7853122564332236 | Population Length: 20
Generation 902 | Average Generation Fitness: 0.7434902561861401 | Best Fitness: 0.7993264659081968 | Population Length: 20
Generation 903 | Average Generation Fitness: 0.757165663027887 | Best Fitness: 0.7993264659081968 | Population Length: 20
Generation 904 | Average Generation Fitness: 0.7646610451073622 | Best Fitness: 0.8000436170985442 | Population Length: 20
Generation 905 | Average Generation Fitness: 0.7496506316064158 | Best Fitness: 0.8000436170985442 | Population Length: 20
Generation 906 | Average Generation Fitness: 0.7397702637762739 | Best Fitness: 0.7963148020038808 | Population Length: 20
Generation 907 | Average Generation Fitness: 0.7554207556730737 | Best Fitness: 0.8089748567725614 | Population Length: 20
Generation 908 | Average Generation Fitness: 0.7486936120886325 | Best Fitness: 0.8073283744325429 | Population Length: 20
Generation 909 | Average Generation Fitness: 0.7538690989616434 | Best Fitness: 0.8064236313336135 | Population Length: 20
Generation 910 | Average Generation Fitness: 0.7479080044899012 | Best Fitness: 0.7883218642754355 | Population Length: 20
Generation 911 | Average Generation Fitness: 0.7430975778314297 | Best Fitness: 0.7868980024254566 | Population Length: 20
Generation 912 | Average Generation Fitness: 0.7560304855950475 | Best Fitness: 0.7990887944517742 | Population Length: 20
Generation 913 | Average Generation Fitness: 0.7478869387008495 | Best Fitness: 0.7867690048118863 | Population Length: 20
Generation 914 | Average Generation Fitness: 0.7461234499924936 | Best Fitness: 0.7961580013693018 | Population Length: 20
Generation 915 | Average Generation Fitness: 0.7395350897672062 | Best Fitness: 0.7961227091505712 | Population Length: 20
Generation 916 | Average Generation Fitness: 0.7485123536793719 | Best Fitness: 0.7871566908478328 | Population Length: 20
Generation 917 | Average Generation Fitness: 0.7459152375068943 | Best Fitness: 0.8038328116588932 | Population Length: 20
Generation 918 | Average Generation Fitness: 0.7445560558095015 | Best Fitness: 0.8016064091018847 | Population Length: 20
Generation 919 | Average Generation Fitness: 0.7464425953940601 | Best Fitness: 0.7955135692363231 | Population Length: 20
Generation 920 | Average Generation Fitness: 0.7569037650282846 | Best Fitness: 0.80274941010773 | Population Length: 20
Generation 921 | Average Generation Fitness: 0.7442888405488464 | Best Fitness: 0.7915601448870387 | Population Length: 20
Generation 922 | Average Generation Fitness: 0.7570076512999327 | Best Fitness: 0.7925460808145303 | Population Length: 20
Generation 923 | Average Generation Fitness: 0.7523631008254991 | Best Fitness: 0.7905337772604112 | Population Length: 20
Generation 924 | Average Generation Fitness: 0.7645600673670983 | Best Fitness: 0.8027027309327471 | Population Length: 20
Generation 925 | Average Generation Fitness: 0.7489068398231957 | Best Fitness: 0.817186823123847 | Population Length: 20
Generation 926 | Average Generation Fitness: 0.7514059005666069 | Best Fitness: 0.7890560823114153 | Population Length: 20
Generation 927 | Average Generation Fitness: 0.7545468313645382 | Best Fitness: 0.8154957550298049 | Population Length: 20
Generation 928 | Average Generation Fitness: 0.7548166508577169 | Best Fitness: 0.8164808976339357 | Population Length: 20
Generation 929 | Average Generation Fitness: 0.7498140077901563 | Best Fitness: 0.7904931087370121 | Population Length: 20
Generation 930 | Average Generation Fitness: 0.7568265444841309 | Best Fitness: 0.8077506954730651 | Population Length: 20
Generation 931 | Average Generation Fitness: 0.7562910591703084 | Best Fitness: 0.814426216832984 | Population Length: 20
Generation 932 | Average Generation Fitness: 0.7443063881309062 | Best Fitness: 0.7810110490715004 | Population Length: 20
Generation 933 | Average Generation Fitness: 0.7484911171403464 | Best Fitness: 0.803519903701002 | Population Length: 20
Generation 934 | Average Generation Fitness: 0.7453625380103654 | Best Fitness: 0.803519903701002 | Population Length: 20
Generation 935 | Average Generation Fitness: 0.7460351627674358 | Best Fitness: 0.8018052969438133 | Population Length: 20
Generation 936 | Average Generation Fitness: 0.7536249194220369 | Best Fitness: 0.8004943093158288 | Population Length: 20
Generation 937 | Average Generation Fitness: 0.7413865964578193 | Best Fitness: 0.7965347276571422 | Population Length: 20
Generation 938 | Average Generation Fitness: 0.756582076815145 | Best Fitness: 0.813221676920796 | Population Length: 20
Generation 939 | Average Generation Fitness: 0.7637786403315768 | Best Fitness: 0.8223393980717889 | Population Length: 20
Generation 940 | Average Generation Fitness: 0.7484720178308472 | Best Fitness: 0.8210755052897446 | Population Length: 20
Generation 941 | Average Generation Fitness: 0.7494152594194499 | Best Fitness: 0.813860189755599 | Population Length: 20
Generation 942 | Average Generation Fitness: 0.7425058913575926 | Best Fitness: 0.813860189755599 | Population Length: 20
Generation 943 | Average Generation Fitness: 0.754362200470447 | Best Fitness: 0.7918082794479936 | Population Length: 20
Generation 944 | Average Generation Fitness: 0.7443159807882925 | Best Fitness: 0.7907690695414811 | Population Length: 20
Generation 945 | Average Generation Fitness: 0.7517487546879437 | Best Fitness: 0.7907690695414811 | Population Length: 20
Generation 946 | Average Generation Fitness: 0.7549758453900599 | Best Fitness: 0.8127462876146125 | Population Length: 20
Generation 947 | Average Generation Fitness: 0.7524072563939874 | Best Fitness: 0.8045592861146705 | Population Length: 20
Generation 948 | Average Generation Fitness: 0.7540281495522064 | Best Fitness: 0.7959601199242835 | Population Length: 20
Generation 949 | Average Generation Fitness: 0.7449687102031587 | Best Fitness: 0.7951921812975548 | Population Length: 20
Generation 950 | Average Generation Fitness: 0.7562340515499503 | Best Fitness: 0.8054116153389995 | Population Length: 20
Generation 951 | Average Generation Fitness: 0.7474891221332702 | Best Fitness: 0.7865183933563062 | Population Length: 20
Generation 952 | Average Generation Fitness: 0.7452413204223091 | Best Fitness: 0.8064839932823364 | Population Length: 20
Generation 953 | Average Generation Fitness: 0.7600020969311096 | Best Fitness: 0.8104070496771422 | Population Length: 20
Generation 954 | Average Generation Fitness: 0.7581185075346248 | Best Fitness: 0.8052665348270017 | Population Length: 20
Generation 955 | Average Generation Fitness: 0.7405943479805527 | Best Fitness: 0.8030028843652308 | Population Length: 20
Generation 956 | Average Generation Fitness: 0.7430088166851598 | Best Fitness: 0.8030028843652308 | Population Length: 20
Generation 957 | Average Generation Fitness: 0.7541283310447432 | Best Fitness: 0.7982477753199269 | Population Length: 20
Generation 958 | Average Generation Fitness: 0.7494702864467799 | Best Fitness: 0.7970799272188485 | Population Length: 20
Generation 959 | Average Generation Fitness: 0.7404582189942321 | Best Fitness: 0.8136552791602205 | Population Length: 20
Generation 960 | Average Generation Fitness: 0.7659955251572766 | Best Fitness: 0.8190924028508318 | Population Length: 20
Generation 961 | Average Generation Fitness: 0.7521947381271449 | Best Fitness: 0.8190924028508318 | Population Length: 20
Generation 962 | Average Generation Fitness: 0.7566311431970676 | Best Fitness: 0.8140968318643043 | Population Length: 20
Generation 963 | Average Generation Fitness: 0.7547738923917655 | Best Fitness: 0.8063786445893536 | Population Length: 20
Generation 964 | Average Generation Fitness: 0.7484934660522544 | Best Fitness: 0.8054928662151868 | Population Length: 20
Generation 965 | Average Generation Fitness: 0.761265713449199 | Best Fitness: 0.8202178096521533 | Population Length: 20
Generation 966 | Average Generation Fitness: 0.7559125019934461 | Best Fitness: 0.8057312120945835 | Population Length: 20
Generation 967 | Average Generation Fitness: 0.7461396902758335 | Best Fitness: 0.8028363324217193 | Population Length: 20
Generation 968 | Average Generation Fitness: 0.7394612920650994 | Best Fitness: 0.8097895706423098 | Population Length: 20
Generation 969 | Average Generation Fitness: 0.7543249264045746 | Best Fitness: 0.8038708658118614 | Population Length: 20
Generation 970 | Average Generation Fitness: 0.7527695734090533 | Best Fitness: 0.8004230348656148 | Population Length: 20
Generation 971 | Average Generation Fitness: 0.7616293271802405 | Best Fitness: 0.8015976721089443 | Population Length: 20
Generation 972 | Average Generation Fitness: 0.7453573154702886 | Best Fitness: 0.8011688357303803 | Population Length: 20
Generation 973 | Average Generation Fitness: 0.7446890610391212 | Best Fitness: 0.7996941816699308 | Population Length: 20
Generation 974 | Average Generation Fitness: 0.751624516739142 | Best Fitness: 0.8087648550917221 | Population Length: 20
Generation 975 | Average Generation Fitness: 0.7513022340327288 | Best Fitness: 0.8087648550917221 | Population Length: 20
Generation 976 | Average Generation Fitness: 0.7480967462518978 | Best Fitness: 0.8087648550917221 | Population Length: 20
Generation 977 | Average Generation Fitness: 0.7600971487497934 | Best Fitness: 0.8087648550917221 | Population Length: 20
Generation 978 | Average Generation Fitness: 0.7517821551388376 | Best Fitness: 0.7884571864371158 | Population Length: 20
Generation 979 | Average Generation Fitness: 0.7522810893793273 | Best Fitness: 0.8080933295430391 | Population Length: 20
Generation 980 | Average Generation Fitness: 0.7576563116075663 | Best Fitness: 0.7976182149907092 | Population Length: 20
Generation 981 | Average Generation Fitness: 0.7480946221034026 | Best Fitness: 0.808023214172643 | Population Length: 20
Generation 982 | Average Generation Fitness: 0.763395757507407 | Best Fitness: 0.808023214172643 | Population Length: 20
Generation 983 | Average Generation Fitness: 0.7483738914163788 | Best Fitness: 0.808023214172643 | Population Length: 20
Generation 984 | Average Generation Fitness: 0.7461111574774504 | Best Fitness: 0.7958225813620776 | Population Length: 20
Generation 985 | Average Generation Fitness: 0.7543734304074785 | Best Fitness: 0.7958225813620776 | Population Length: 20
Generation 986 | Average Generation Fitness: 0.7531732844749641 | Best Fitness: 0.7949722980761846 | Population Length: 20
Generation 987 | Average Generation Fitness: 0.7535914916540988 | Best Fitness: 0.7949722980761846 | Population Length: 20
Generation 988 | Average Generation Fitness: 0.7392890276881384 | Best Fitness: 0.7880538359387602 | Population Length: 20
Generation 989 | Average Generation Fitness: 0.7585085698793347 | Best Fitness: 0.7996348927993245 | Population Length: 20
Generation 990 | Average Generation Fitness: 0.7627716506616233 | Best Fitness: 0.8065272343654599 | Population Length: 20
Generation 991 | Average Generation Fitness: 0.7572302650953076 | Best Fitness: 0.8065272343654599 | Population Length: 20
Generation 992 | Average Generation Fitness: 0.7497025626721632 | Best Fitness: 0.7878110286782118 | Population Length: 20
Generation 993 | Average Generation Fitness: 0.7508941044555459 | Best Fitness: 0.789058752405501 | Population Length: 20
Generation 994 | Average Generation Fitness: 0.7480334212781624 | Best Fitness: 0.7933428733698693 | Population Length: 20
Generation 995 | Average Generation Fitness: 0.7474116881927555 | Best Fitness: 0.7867857487954976 | Population Length: 20
Generation 996 | Average Generation Fitness: 0.7498189333686552 | Best Fitness: 0.7867857487954976 | Population Length: 20
Generation 997 | Average Generation Fitness: 0.7578557686908567 | Best Fitness: 0.7931300403685151 | Population Length: 20
Generation 998 | Average Generation Fitness: 0.7552734727082958 | Best Fitness: 0.8097868498573183 | Population Length: 20
Generation 999 | Average Generation Fitness: 0.7430054543512605 | Best Fitness: 0.7922711384253455 | Population Length: 20
Generation 1000 | Average Generation Fitness: 0.7579458573840403 | Best Fitness: 0.8102328670616469 | Population Length: 20
Generation 1 | Average Generation Fitness: 0.7376505322127666 | Best Fitness: 0.7978778040382805 | Population Length: 20
Generation 2 | Average Generation Fitness: 0.745486081705135 | Best Fitness: 0.8016024611095874 | Population Length: 20
Generation 3 | Average Generation Fitness: 0.7482147560243597 | Best Fitness: 0.8078616759278678 | Population Length: 20
Generation 4 | Average Generation Fitness: 0.739861501950332 | Best Fitness: 0.7907822093201972 | Population Length: 20
Generation 5 | Average Generation Fitness: 0.7543851014724999 | Best Fitness: 0.8145689152857277 | Population Length: 20
Generation 6 | Average Generation Fitness: 0.7510002481799084 | Best Fitness: 0.810098325982903 | Population Length: 20
Generation 7 | Average Generation Fitness: 0.750734848261846 | Best Fitness: 0.7966896649485304 | Population Length: 20
Generation 8 | Average Generation Fitness: 0.747453899050499 | Best Fitness: 0.7850037694634356 | Population Length: 20
Generation 9 | Average Generation Fitness: 0.7565620582164865 | Best Fitness: 0.7877317030202545 | Population Length: 20
Generation 10 | Average Generation Fitness: 0.746015342843625 | Best Fitness: 0.7893803867402422 | Population Length: 20
Generation 11 | Average Generation Fitness: 0.7500427568496443 | Best Fitness: 0.8107617487127542 | Population Length: 20
Generation 12 | Average Generation Fitness: 0.751525340741072 | Best Fitness: 0.8107617487127542 | Population Length: 20
Generation 13 | Average Generation Fitness: 0.7418053444446919 | Best Fitness: 0.8107617487127542 | Population Length: 20
Generation 14 | Average Generation Fitness: 0.7602045820467814 | Best Fitness: 0.7977180195167463 | Population Length: 20
Generation 15 | Average Generation Fitness: 0.7495297186994287 | Best Fitness: 0.7953474657027989 | Population Length: 20
Generation 16 | Average Generation Fitness: 0.7454198221774511 | Best Fitness: 0.7912443534639368 | Population Length: 20
Generation 17 | Average Generation Fitness: 0.7446862628603335 | Best Fitness: 0.7917388044893949 | Population Length: 20
Generation 18 | Average Generation Fitness: 0.751065060111306 | Best Fitness: 0.8060723691379503 | Population Length: 20
